Date,NVDA.US_Close,TSLA.US_Close,AAPL.US_Close,GOOG.US_Close,NVDA.US_High,TSLA.US_High,AAPL.US_High,GOOG.US_High,NVDA.US_Low,TSLA.US_Low,AAPL.US_Low,GOOG.US_Low,NVDA.US_Open,TSLA.US_Open,AAPL.US_Open,GOOG.US_Open,NVDA.US_Volume,TSLA.US_Volume,AAPL.US_Volume,GOOG.US_Volume
2021-12-10,301.551,339.01,178.416,148.675,312.608,340.327,178.596,149.4,298.185,327.51,173.68,147.358,311.058,336.25,174.189,149.1,48952227.309965,59664366.0,116072501.34132,21638460.0
2021-12-09,304.467,334.6,173.551,148.106,321.596,354.163,175.733,149.605,303.849,334.12,172.922,147.529,316.892,353.547,173.9,148.176,48920389.383764,59438496.0,109555906.77784,18580600.0
2021-12-08,317.811,356.32,174.069,148.72,322.435,357.46,174.947,149.156,313.767,344.333,169.712,147.2,319.539,350.903,171.138,148.332,47622970.361553,41906370.0,117677934.36445,18963940.0
2021-12-07,323.803,350.583,170.191,148.036,324.023,352.558,170.59,148.3,306.076,342.27,167.369,145.703,309.132,348.067,168.097,145.95,59389931.663921,56084571.0,121104156.29473,23258280.0
2021-12-06,299.944,336.337,164.368,143.796,301.981,340.547,166.911,144.352,279.978,316.833,163.332,140.647,298.375,333.837,163.342,143.574,65987825.721872,81663111.0,108120869.91897,22197700.0
2021-12-03,306.496,338.323,160.899,142.52,320.838,363.525,164.01,145.213,300.873,333.403,158.806,141.15,319.549,361.597,163.072,144.496,54510139.183158,92321985.0,118708094.01664,26687480.0
2021-12-02,320.808,361.533,162.813,143.776,324.312,371.0,163.252,144.675,309.81,352.217,156.892,140.982,311.698,366.353,157.818,141.824,47356478.168275,73114869.0,137532775.71649,21250700.0
2021-12-01,313.907,365.0,163.82,141.618,332.424,390.947,169.313,146.499,313.357,363.587,163.581,141.5,331.724,386.898,166.512,144.212,48649490.664502,68804094.0,153307630.07888,28545780.0
2021-11-30,326.25,381.587,164.348,142.452,333.013,389.333,164.568,146.628,318.151,372.667,159.005,142.066,331.175,381.457,159.065,145.45,62302995.778245,81276114.0,175058190.19513,41590520.0
2021-11-29,333.242,378.997,159.324,146.114,333.601,380.89,160.251,146.862,319.869,366.73,157.878,144.298,323.155,366.997,158.457,144.298,45566864.912203,58393401.0,89263290.178202,26276120.0
2021-11-26,314.543,360.64,155.904,142.806,326.59,369.594,159.523,145.297,313.017,360.333,155.456,142.486,325.491,366.49,158.646,145.016,28350729.09822,35042670.0,77406408.128761,16992120.0
2021-11-24,326.23,372.0,160.999,146.718,328.038,377.59,161.199,147.0,308.804,354.0,158.726,145.199,314.126,360.13,159.823,146.35,43583625.840592,67680714.0,69866773.563528,16464060.0
2021-11-23,316.972,369.677,160.471,146.757,323.095,393.5,160.859,147.694,308.324,354.233,158.148,144.89,314.863,389.17,160.181,147.113,53298693.976004,108515100.0,96599304.546935,18133140.0
2021-11-22,319.069,385.623,160.091,147.079,345.935,400.65,164.748,150.744,318.51,377.477,160.071,147.006,334.648,387.443,160.739,150.142,75550358.571127,99217527.0,118149644.80692,24627700.0
2021-11-19,329.337,379.02,159.623,149.953,330.365,379.573,160.091,151.85,318.56,364.233,155.625,149.888,321.936,366.29,156.742,151.0,53469352.990137,64926774.0,117986411.42423,19782960.0
2021-11-18,316.262,365.46,156.962,150.709,327.089,370.667,157.759,151.61,312.728,358.34,152.176,148.998,323.165,368.85,152.814,149.146,78292149.901623,62696790.0,138627591.98546,26682400.0
2021-11-17,292.152,363.003,152.605,149.062,304.617,373.213,154.1,149.626,287.548,351.833,150.122,148.563,303.709,354.503,150.122,149.229,42917168.072368,94336095.0,89322414.973069,15290820.0
2021-11-16,301.561,351.577,150.132,149.076,303.429,352.4,150.62,149.832,296.598,334.06,148.477,148.35,297.128,334.437,149.076,149.17,26489331.821737,79627077.0,59600118.295976,17254860.0
2021-11-15,299.784,337.797,149.135,149.388,305.966,343.993,151.009,150.477,292.012,326.2,148.567,148.652,305.046,339.21,149.504,150.0,38550516.093033,104326947.0,59566518.119906,16247340.0
2021-11-12,303.429,344.473,149.126,149.646,306.326,351.5,149.534,149.86,295.838,339.733,146.623,146.454,299.634,349.167,147.57,147.832,41369404.106262,76719444.0,64174311.135213,17047660.0
2021-11-11,303.429,354.503,147.011,146.748,305.426,368.323,148.567,148.502,297.306,351.56,146.822,146.694,304.209,367.59,148.098,147.107,33268659.405546,67189704.0,41237903.930861,12463100.0
2021-11-10,294.132,355.983,147.061,146.626,308.024,359.367,149.264,148.7,287.329,329.103,146.991,145.325,293.102,336.803,149.155,148.01,63719110.650427,128408166.0,65565422.419112,22708320.0
2021-11-09,306.096,341.167,149.942,149.248,322.595,391.5,150.561,150.378,299.174,337.173,149.195,147.507,322.325,391.2,149.334,149.746,64774791.522049,177317508.0,57117513.848462,16875560.0
2021-11-08,307.565,387.647,149.574,149.352,310.52,399.0,150.7,151.034,298.605,377.667,149.294,149.12,301.022,383.262,150.541,150.0,50388014.852566,100337145.0,55340196.13455,18388140.0
2021-11-05,297.058,407.363,150.411,149.241,313.517,413.29,151.328,150.571,293.642,402.667,149.195,148.652,301.402,409.333,151.019,149.354,85257862.220329,64886436.0,65843820.009069,20408140.0
2021-11-04,297.546,409.97,149.872,148.683,313.167,414.497,151.338,149.95,270.76,405.667,149.554,146.635,271.619,411.47,150.491,147.2,115541794.64307,76192230.0,60833787.809128,24700800.0
2021-11-03,265.568,404.62,150.402,146.79,267.423,405.13,150.88,146.91,261.951,384.207,148.736,145.054,266.287,392.443,149.304,146.275,24028191.44024,103885557.0,54907925.626508,17886600.0
2021-11-02,263.61,390.667,148.936,145.863,266.366,402.863,150.481,146.92,257.605,382.0,147.57,144.641,257.825,386.452,147.58,144.809,29456793.152635,128213391.0,69624621.193055,21150580.0
2021-11-01,257.875,402.863,147.879,143.774,258.545,403.25,148.616,148.4,251.884,372.887,146.723,143.58,256.097,381.667,147.909,148.165,26615134.584099,168146148.0,75130641.662835,32272100.0
2021-10-29,255.281,371.333,148.716,148.27,256.697,371.737,148.856,148.613,249.616,357.735,145.357,145.166,249.616,360.62,146.145,145.52,29295587.994065,89755251.0,125861790.96931,28954500.0
2021-10-28,249.026,359.013,151.478,146.129,249.116,360.333,152.066,147.424,244.852,351.4,148.636,144.764,248.397,356.102,148.736,147.299,23456705.77133,81639519.0,100805624.70798,32418060.0
2021-10-27,244.135,345.953,147.769,146.428,250.515,356.96,148.646,149.118,242.447,343.593,147.41,139.902,244.363,346.553,148.278,139.902,24637089.025387,115579377.0,56502834.646795,51850920.0
2021-10-26,246.79,339.477,148.238,139.672,252.203,364.98,149.754,140.84,238.869,333.813,147.929,139.006,239.519,341.563,148.248,140.606,48665088.224548,187244904.0,61336193.594237,28258740.0
2021-10-25,231.3,341.62,147.56,138.773,233.188,348.34,148.288,139.206,227.343,314.733,146.553,136.748,229.371,316.843,147.6,138.81,23059143.209873,188556297.0,51089380.666018,21081700.0
2021-10-22,226.905,303.227,147.61,138.625,230.94,303.333,149.096,141.558,225.256,296.987,147.56,137.17,227.873,298.5,148.606,140.351,24977004.294529,68642505.0,59311626.008663,30182640.0
2021-10-21,226.566,298.0,148.398,142.781,226.755,300.0,148.557,142.849,220.484,285.168,146.792,141.637,220.624,285.333,147.729,142.192,18788087.112103,94444362.0,61867625.646439,14849920.0
2021-10-20,220.684,288.6,148.178,142.415,223.979,289.83,148.676,144.248,219.476,285.793,147.041,141.912,222.701,288.45,147.62,144.222,14650250.077069,42096156.0,58843591.74524,17939500.0
2021-10-19,222.551,288.09,147.68,143.822,223.441,292.65,148.088,144.107,220.025,287.503,145.497,143.096,222.411,292.51,145.935,143.291,16172338.845315,52143384.0,76934297.469268,15315840.0
2021-10-18,221.871,290.037,145.497,142.96,222.561,291.753,145.785,142.999,216.099,283.823,142.126,141.214,217.147,283.93,142.416,141.214,18978706.157017,72621732.0,86211555.039243,16567200.0
2021-10-15,218.276,281.01,143.801,141.675,218.966,281.07,143.851,142.2,216.279,274.117,142.476,141.064,217.756,274.579,142.734,142.2,22734559.166784,56773701.0,68434376.732819,21253360.0
